time_stamp,throughput,bitrate,buffer_size,rebuff,video_chunk_size,delay,entropy,reward
5005.148863912094,1.41017054264,750,4.0,2.572266498290951,450283,2572.266498290951,0.45427918,-10.310745942651089
5007.292982891165,0.629055498808,750,5.855881020930088,0.0,398865,2144.1189790699123,0.004705182,0.75
5014.066771965658,0.292192307692,750,4.0,0.9179080535625963,350812,6773.789074492684,0.004705182,-3.197004630319164
5016.655645367159,0.539429596413,300,5.4111265984976855,0.0,155432,2588.873401502315,0.004705182,-0.15000000000000002
5019.577909530879,0.483637952559,300,6.488862434777878,0.0,163442,2922.2641637198076,0.004705182,0.3
5021.778914844549,0.507012782694,300,0.0,0.0,126289,2201.0053136699134,0.004705182,0.3
5024.833295045976,0.355872060207,300,4.0,3.054380201427604,153295,3054.380201427604,0.004705182,-12.833834866138696
5028.650676243131,0.518431770173,300,4.182618802845598,0.0,173849,3817.3811971544023,0.004705182,0.3
5031.339828172656,0.432603815317,300,5.493466873320837,0.0,150710,2689.151929524762,0.004705182,0.3
5034.127641846138,0.432603815317,300,6.705653199838986,0.0,139105,2787.81367348185,0.004705182,0.3
5037.489455859587,0.363346834145,300,7.343839186390365,0.0,141840,3361.8140134486216,0.004705182,0.3
5040.531880755345,0.470543438078,300,8.301414290631348,0.0,156148,3042.4248957590175,0.004705182,0.3
5042.91781935958,0.697940348903,300,9.915475686396762,0.0,160746,2385.938604234586,0.004705182,0.3
5045.188582418537,0.687948124132,300,11.64471262743899,0.0,179801,2270.7630589577734,0.004705182,0.3
5047.022489592175,0.660615538847,300,13.81080545380195,0.0,140051,1833.90717363704,0.004705182,0.3
5048.815719052364,0.71562113659,300,16.01757599361238,0.0,138313,1793.2294601895715,0.004705182,0.3
5050.564985234593,0.798374526156,300,18.268309811383624,0.0,143509,1749.266182228753,0.004705182,0.3
5052.197244751723,0.891923681257,300,20.63605029425439,0.0,150616,1632.259517129233,0.004705182,0.3
5053.838709479802,0.891923681257,300,22.994585566175534,0.0,165384,1641.4647280788547,0.0050743343,0.3
5054.955136448704,1.19270090634,300,25.878158597272076,0.0,140881,1116.4269689034584,0.011611183,0.3
5056.099552796006,1.75824154589,300,28.73374224997016,0.0,157671,1144.416347301914,0.0986455,0.3
5058.017704485101,1.19236912752,750,30.815590560875382,0.0,399894,1918.1516890947792,0.5049124,0.3
5060.254753314437,2.32955319149,750,32.578541731538834,0.0,401853,2237.048829336548,0.13263248,0.75
5061.788856461248,2.00602292994,750,35.044438584728326,0.0,343800,1534.1031468105082,0.32870826,0.75
5065.646522056277,0.491970350404,1200,35.186772989699264,0.0,587236,3857.665595029058,0.39879137,0.75
5075.593352219414,0.586541417592,1200,29.239942826562512,0.0,590335,9946.830163136756,0.029421594,1.2
5081.881179374255,0.355544072948,750,26.952115671721437,0.0,425781,6287.827154841074,0.023473918,0.3
5087.918749201569,0.45751766894,750,24.914545844408252,0.0,277716,6037.569827313185,0.031984713,0.75
5094.532322315001,0.587834757835,750,22.300972730975758,0.0,400396,6613.573113432494,0.17817424,0.75
5099.737741707649,0.898147477361,750,21.09555333832777,0.0,400508,5205.41939264799,0.23229069,0.75
5103.713749656679,0.958144121365,750,21.11954538929789,0.0,358218,3976.007949029877,0.34935862,0.75
5107.007630569055,0.940524495677,750,21.825664476921563,0.0,400322,3293.880912376327,0.3163327,0.75
5110.330156796559,0.653161403509,750,22.50313824941823,0.0,369834,3322.5262275033324,0.09573697,0.75
5116.906769239922,0.668386595435,750,19.926525806055025,0.0,412837,6576.612443363207,0.36028278,0.75
5118.817476860179,0.839859223301,300,22.015818185797922,0.0,179328,1910.7076202571054,0.3129867,-0.15000000000000002
5120.029388595272,1.216,300,24.803906450705067,0.0,159914,1211.9117350928532,0.009410181,0.3
5121.0988865284935,1.1071659808,300,27.73440851748375,0.0,131610,1069.4979332213184,0.27824315,0.3
5122.336133423568,0.613019064125,300,30.497161622409532,0.0,124011,1237.2468950742177,0.68495154,0.3
5127.601377033089,1.34316272401,750,29.231918012888272,0.0,378327,5265.243609521259,0.6098208,0.3
5130.50677866348,1.36722891566,750,30.32651638249823,0.0,390680,2905.4016303900444,0.007049391,0.75
5132.5112780208065,1.31315895372,750,32.3220170251717,0.0,345516,2004.4993573265306,0.32727295,0.75
5137.060689786631,1.4753372582,1200,31.77260525934765,0.0,641452,4549.411765824051,0.21116902,0.75
5141.167894051854,0.930279959718,1200,31.665400994123612,0.0,599477,4107.204265224038,0.004965835,1.2
5145.594661857211,1.58281511747,1200,31.23863318876745,0.0,634861,4426.767805356159,0.004705182,1.2
5149.271291736034,1.44748196115,1200,31.56200330994484,0.0,630203,3676.6298788226154,0.004705182,1.2
5152.830676785691,1.30827004219,1200,32.00261826028759,0.0,638661,3559.3850496572477,0.0054813097,1.2
5156.947393899805,1.34287745557,1200,31.885901146173307,0.0,538612,4116.717114114282,0.038798273,1.2
5163.053389069446,0.297800352024,1200,29.779905976531673,0.0,550906,6105.995169641633,0.019846022,1.2
