time_stamp,throughput,bitrate,buffer_size,rebuff,video_chunk_size,delay,entropy,reward
6561.043402767889,0.831070050761,750,4.0,4.043612194844198,450283,4043.6121948441983,0.049891368,-16.63753243783005
6562.6998611750005,0.831070050761,300,6.343541592888147,0.0,155580,1656.458407111853,0.38413605,-0.15000000000000002
6565.43018341233,1.28568963118,750,7.613219355558489,0.0,350812,2730.322237329658,0.09819128,0.3
6567.768329011483,1.07460194175,750,9.275073756405485,0.0,382355,2338.145599153004,0.005396104,0.75
6574.274781889509,1.02602675585,1200,6.768620878379934,0.0,652874,6506.4528780255505,0.68429774,0.75
6577.955681981606,0.622492753623,750,7.0877207862816665,0.0,318564,3680.9000920982676,0.07024223,0.3
6582.676668358026,0.679211391019,750,6.366734409862172,0.0,352642,4720.986376419495,0.07668217,0.75
6584.748809642408,0.888856971873,300,8.294593125479867,0.0,173849,2072.1412843823055,0.10919503,-0.15000000000000002
6587.495825297405,1.42981673307,750,9.54757747048317,0.0,374758,2747.015654996698,0.067888126,0.3
6589.834507672248,1.15761689731,750,11.208895095639452,0.0,362795,2338.6823748437164,0.011710603,0.75
6594.384233851657,1.0299320077,1200,10.6591689162305,0.0,607410,4549.726179408951,0.6516558,0.75
6599.011264682305,1.01910662824,750,10.032138085582972,0.0,405134,4627.030830647529,0.6772118,0.3
6601.833779784305,1.38121325404,750,11.209622983583166,0.0,386351,2822.5151019998048,0.004705182,0.75
6604.706906373776,1.04590344828,750,12.336496394111563,0.0,434409,2873.1265894716043,0.24110135,0.75
6611.544365283661,0.590728606357,1200,9.499037484226989,0.0,526950,6837.4589098845745,0.48786926,0.75
6617.115873120769,0.927359565807,750,7.92752964711928,0.0,366214,5571.507837107709,0.008808639,0.3
6620.5628672181965,0.745453000531,750,8.480535549692028,0.0,360831,3446.9940974272504,0.49979463,0.75
6624.232515685753,1.08528646749,750,8.810887082135597,0.0,372963,3669.6484675564316,0.0047675134,0.75
6627.446589186838,0.758060344828,750,9.59681358105104,0.0,405596,3214.073501084559,0.0056013023,0.75
6633.0659928965015,0.429222874807,750,7.977409871387158,0.0,350713,5619.403709663881,0.005051628,0.75
6637.767272714369,0.693405306496,750,7.276130053519924,0.0,386472,4701.279817867235,0.65235114,0.75
6639.762205325453,0.694420100503,300,9.28119744243637,0.0,157812,1994.932611083553,0.5504789,-0.15000000000000002
6642.668222443889,0.377843125904,300,10.375180324000473,0.0,163927,2906.017118435897,0.5875955,0.3
6650.230856412676,0.727863147605,750,6.8125463552135415,0.0,343800,7562.633968786932,0.363677,0.3
6651.829136409319,1.04720956175,300,9.214266358571113,0.0,146754,1598.2799966424288,0.004705182,-0.15000000000000002
6654.7731159381865,1.11261093248,750,10.270286829703094,0.0,379700,2943.9795288680184,0.069557875,0.3
6659.380253890675,0.66320788825,750,9.663148877214997,0.0,425781,4607.137952488099,0.004705182,0.75
6661.897625711174,0.87463476874,750,11.145777056715199,0.0,277716,2517.3718204997986,0.0059728464,0.75
6667.58350157616,0.365259925887,750,9.459901191729834,0.0,400396,5685.875864985364,0.010532283,0.75
6672.256239461841,1.42381609195,750,8.787163306048413,0.0,400508,4672.737885681422,0.07980424,0.75
6673.7958142510915,2.33452394366,750,11.247588516798537,0.0,358218,1539.5747892498757,0.02355593,0.75
6676.284263011034,1.98826666667,1200,12.759139756855014,0.0,620283,2488.4487599435242,0.25178835,0.75
6680.111018383763,1.80079041916,1850,12.932384384126951,0.0,885062,3826.7553727280615,0.698649,1.2000000000000002
6684.347816358276,2.38162557078,1850,12.695586409613627,0.0,1035329,4236.797974513325,0.09432205,1.85
6687.861648680706,2.57911545988,1850,13.181754087183418,0.0,1026056,3513.832322430209,0.13647035,1.85
6690.914220381779,2.41831229236,1850,14.129182386109314,0.0,943942,3052.571701074102,0.54248285,1.85
6701.504212897115,0.677011177988,2850,7.5391898707732565,0.0,1139291,10589.992515336058,0.019013792,1.85
6705.677930871125,1.04141459227,750,7.365471896764389,0.0,361565,4173.717974008867,0.67857593,-1.35
6707.6869512359335,2.39589601386,750,9.356451531955889,0.0,378327,2009.0203648084998,0.07386675,0.75
6710.080026930013,2.17663694268,1200,0.0,0.0,587506,2393.0756940806687,0.43815082,0.75
6711.499769899989,1.97147191011,750,4.0,1.4197429699752804,345516,1419.7429699752804,0.6958412,-5.804894770893705
6713.164793415536,2.15166550523,750,6.334976484452638,0.0,384505,1665.0235155473622,0.34952295,0.75
6714.5331127241825,2.37662162162,750,8.966657175806288,0.0,372093,1368.3193086463498,0.09854183,0.75
6716.927993024203,2.36578461538,1200,10.571776875785613,0.0,634861,2394.8803000206776,0.1697943,0.75
6719.205167174614,2.29428471002,1200,12.294602725374283,0.0,630203,2277.174150411328,0.31141004,1.2
6723.267672407012,1.76857687075,1850,12.23209749297723,0.0,982064,4062.5052323970526,0.15788276,1.2000000000000002
6731.568459393618,0.90450030656,2850,7.931310506371012,0.0,1231456,8300.78698660622,0.62111855,1.85
6733.684957950302,2.00812307692,750,9.814811949686662,0.0,314107,2116.4985566843493,0.65451354,-1.35
